id,name,skill,age,gender,availability_status,rating,language,hobli
7128,Labor 128,Field Worker,38,female,unavailable,4,Hindi,Chikkamagaluru Hobli
7129,Labor 129,Field Worker,55,male,available,4.9,Kannada,Mudigere Hobli
7130,Labor 130,Field Worker,38,female,part-time,1.7,Telugu,Kadur Hobli
7131,Labor 131,Field Worker,30,female,unavailable,3.8,Punjabi,Tarikere Hobli
7132,Labor 132,Field Worker,51,female,available,4.2,Hindi,Koppa Hobli
7133,Labor 133,Field Worker,39,male,part-time,4.4,Kannada,N.R. Pura Hobli
7134,Labor 134,Field Worker,21,female,unavailable,1,Telugu,Bhadravati Hobli
7135,Labor 135,Field Worker,38,male,available,2.3,Punjabi,Tumkur Hobli
7136,Labor 136,Field Worker,43,female,part-time,1.5,Hindi,Sira Hobli
7137,Labor 137,Field Worker,45,female,unavailable,1.8,Kannada,Madhugiri Hobli
7138,Labor 138,Field Worker,41,male,available,4.3,Telugu,Pavagada Hobli
7139,Labor 139,Field Worker,53,female,part-time,4.4,Punjabi,Tiptur Hobli
7140,Labor 140,Field Worker,29,female,unavailable,1.3,Hindi,Gubbi Hobli
7141,Labor 141,Field Worker,19,female,available,3.8,Kannada,Kunigal Hobli
7142,Labor 142,Field Worker,45,male,part-time,3.1,Telugu,Karwar Hobli
7143,Labor 143,Field Worker,32,male,unavailable,3,Punjabi,Bhatkal Hobli
7144,Labor 144,Field Worker,27,female,available,1.7,Hindi,Kumta Hobli
7145,Labor 145,Field Worker,26,male,part-time,3.3,Kannada,Honavar Hobli
7146,Labor 146,Field Worker,43,male,unavailable,3.1,Telugu,Honavar Hobli
7147,Labor 147,Field Worker,55,female,available,2.2,Punjabi,Jalahalli Hobli
7148,Labor 148,Field Worker,23,female,part-time,3.2,Hindi,Yelahanka Hobli
7149,Labor 149,Field Worker,31,female,unavailable,1,Kannada,Hebbal Hobli
7150,Labor 150,Field Worker,19,male,available,4.2,Telugu,Hennur Hobli
7151,Labor 151,Field Worker,36,female,part-time,2.5,Punjabi,Banaswadi Hobli
7152,Labor 152,Field Worker,49,female,unavailable,3,Hindi,Anekal Hobli
7153,Labor 153,Field Worker,54,female,available,2.2,Kannada,Koramangala Hobli
7154,Labor 154,Field Worker,26,male,part-time,4.2,Telugu,Begur Hobli
7155,Labor 155,Field Worker,51,female,unavailable,2.2,Punjabi,Banashankari Hobli
7156,Labor 156,Field Worker,54,male,available,2.6,Hindi,Nazarabad Hobli
7157,Labor 157,Field Worker,55,male,part-time,4.3,Kannada,Bannimantap Hobli
7158,Labor 158,Field Worker,53,female,unavailable,1.1,Telugu,Hinkal Hobli
7159,Labor 159,Field Worker,59,female,available,1.7,Punjabi,T. Narasipura Hobli
7160,Labor 160,Field Worker,36,female,part-time,4.4,Hindi,Nanjangud Hobli
7161,Labor 161,Field Worker,32,male,unavailable,3.4,Kannada,Muddur Hobli
7162,Labor 162,Field Worker,44,male,available,4.3,Telugu,Kammalapura Hobli
7163,Labor 163,Field Worker,23,male,part-time,2.5,Punjabi,Savadatti Hobli
7164,Labor 164,Field Worker,33,female,unavailable,3.9,Hindi,Murgod Hobli
7165,Labor 165,Field Worker,30,male,available,3,Kannada,Kakati Hobli
7166,Labor 166,Field Worker,46,female,part-time,4.9,Telugu,Kittur Hobli
7167,Labor 167,Field Worker,42,female,unavailable,3.2,Punjabi,Hukeri Hobli
7168,Labor 168,Field Worker,29,female,available,1.9,Hindi,Chinchkheda Hobli
7169,Labor 169,Field Worker,33,male,part-time,2.4,Kannada,Gokak Hobli
7170,Labor 170,Field Worker,38,male,unavailable,2.4,Telugu,Kavoor Hobli
7171,Labor 171,Field Worker,47,male,available,3.5,Punjabi,Suratkal Hobli
7172,Labor 172,Field Worker,22,female,part-time,1.3,Hindi,Bajpe Hobli
7173,Labor 173,Field Worker,33,female,unavailable,3.3,Kannada,Mulki Hobli
7174,Labor 174,Field Worker,32,female,available,3.6,Telugu,Puttur Hobli
7175,Labor 175,Field Worker,37,male,part-time,2.1,Punjabi,Bellare Hobli
7176,Labor 176,Field Worker,34,male,unavailable,3.1,Hindi,Kadaba Hobli
7177,Labor 177,Field Worker,25,male,available,1.1,Kannada,Chikkamagaluru Hobli
7178,Labor 178,Field Worker,24,female,part-time,1.3,Telugu,Mudigere Hobli
7179,Labor 179,Field Worker,28,female,unavailable,1.5,Punjabi,Kadur Hobli
7180,Labor 180,Plowing (Traditional & Tractor),50,male,available,4.5,Hindi,Tarikere Hobli
7181,Labor 181,Field Worker,18,male,part-time,2.7,Kannada,Koppa Hobli
7182,Labor 182,Field Worker,44,female,unavailable,1.5,Telugu,N.R. Pura Hobli
7183,Labor 183,Field Worker,31,male,available,3.5,Punjabi,Bhadravati Hobli
7184,Labor 184,Field Worker,52,male,part-time,2.4,Hindi,Tumkur Hobli
7185,Labor 185,Field Worker,28,male,unavailable,2.7,Kannada,Sira Hobli
7186,Labor 186,Field Worker,36,female,available,1.3,Telugu,Madhugiri Hobli
7187,Labor 187,Field Worker,51,female,part-time,4,Punjabi,Pavagada Hobli
7188,Labor 188,Field Worker,58,male,unavailable,1.8,Hindi,Tiptur Hobli
7189,Labor 189,Field Worker,52,male,available,3,Kannada,Gubbi Hobli
7190,Labor 190,Field Worker,32,male,part-time,4.3,Telugu,Kunigal Hobli
7191,Labor 191,Field Worker,44,female,unavailable,2.3,Punjabi,Karwar Hobli
7192,Labor 192,Field Worker,47,male,available,2.1,Hindi,Bhatkal Hobli
7193,Labor 193,Field Worker,58,female,part-time,4.4,Kannada,Kumta Hobli
7194,Labor 194,Field Worker,38,female,unavailable,2.7,Telugu,Honavar Hobli
7195,Labor 195,Field Worker,51,female,available,4.9,Punjabi,Honavar Hobli
7196,Labor 196,Field Worker,54,male,part-time,2.2,Hindi,Jalahalli Hobli
7197,Labor 197,Field Worker,33,female,unavailable,2.1,Kannada,Yelahanka Hobli
7198,Labor 198,Field Worker,52,male,available,3.5,Telugu,Hebbal Hobli
7199,Labor 199,Field Worker,38,male,part-time,1.3,Punjabi,Hennur Hobli
7200,Labor 200,Field Worker,53,female,unavailable,2.7,Hindi,Banaswadi Hobli
7201,Labor 201,Field Worker,24,female,available,1.4,Kannada,Anekal Hobli
7202,Labor 202,Field Worker,57,male,part-time,4,Telugu,Koramangala Hobli
7203,Labor 203,Field Worker,55,male,unavailable,4.2,Punjabi,Begur Hobli
7204,Labor 204,Field Worker,51,female,available,1.7,Hindi,Banashankari Hobli
7205,Labor 205,Field Worker,35,male,part-time,4.8,Kannada,Nazarabad Hobli
7206,Labor 206,Field Worker,37,male,unavailable,3.9,Telugu,Bannimantap Hobli
7207,Labor 207,Field Worker,33,female,available,2.2,Punjabi,Hinkal Hobli
7208,Labor 208,Field Worker,39,female,part-time,1.9,Hindi,T. Narasipura Hobli
7209,Labor 209,Field Worker,39,female,unavailable,3.8,Kannada,Nanjangud Hobli
7210,Labor 210,Field Worker,60,female,available,2.3,Telugu,Muddur Hobli
7211,Labor 211,Field Worker,18,male,part-time,2.9,Punjabi,Kammalapura Hobli
7212,Labor 212,Field Worker,19,female,unavailable,4.1,Hindi,Savadatti Hobli
7213,Labor 213,Field Worker,42,female,available,4.3,Kannada,Murgod Hobli
7214,Labor 214,Field Worker,41,male,part-time,4.8,Telugu,Kakati Hobli
7215,Labor 215,Field Worker,50,female,unavailable,3.7,Punjabi,Kittur Hobli
7216,Labor 216,Field Worker,33,female,available,1,Hindi,Hukeri Hobli
7217,Labor 217,Field Worker,43,female,part-time,4.1,Kannada,Chinchkheda Hobli
7218,Labor 218,Field Worker,24,male,unavailable,3.5,Telugu,Gokak Hobli
7219,Labor 219,Field Worker,54,male,available,2,Punjabi,Kavoor Hobli
7220,Labor 220,Field Worker,26,male,part-time,3,Hindi,Suratkal Hobli
7221,Labor 221,Field Worker,56,female,unavailable,4.7,Kannada,Bajpe Hobli
7222,Labor 222,Field Worker,56,female,available,4.3,Telugu,Mulki Hobli
7223,Labor 223,Field Worker,59,male,part-time,1.1,Punjabi,Puttur Hobli
7224,Labor 224,Field Worker,60,female,unavailable,1.8,Hindi,Bellare Hobli
7225,Labor 225,Field Worker,41,male,available,4.1,Kannada,Kadaba Hobli
7226,Labor 226,Field Worker,46,female,part-time,3.9,Telugu,Chikkamagaluru Hobli
7227,Labor 227,Field Worker,51,female,unavailable,2.3,Punjabi,Mudigere Hobli
7228,Labor 228,Field Worker,35,male,available,1.6,Hindi,Kadur Hobli
7229,Labor 229,Field Worker,42,male,part-time,4.7,Kannada,Tarikere Hobli
7230,Labor 230,Field Worker,48,female,unavailable,3.4,Telugu,Koppa Hobli
7231,Labor 231,Field Worker,52,male,available,3.4,Punjabi,N.R. Pura Hobli
7232,Labor 232,Field Worker,34,male,part-time,2.1,Hindi,Bhadravati Hobli
7233,Labor 233,Field Worker,23,female,unavailable,3.7,Kannada,Tumkur Hobli
7234,Labor 234,Field Worker,58,female,available,4,Telugu,Sira Hobli
7235,Labor 235,Field Worker,45,female,part-time,2.9,Punjabi,Madhugiri Hobli
7236,Labor 236,Field Worker,51,male,unavailable,4.6,Hindi,Pavagada Hobli
7237,Labor 237,Field Worker,22,female,available,1.5,Kannada,Tiptur Hobli
7238,Labor 238,Field Worker,56,male,part-time,1.8,Telugu,Gubbi Hobli
7239,Labor 239,Field Worker,38,female,unavailable,2.4,Punjabi,Kunigal Hobli
7240,Labor 240,Plowing (Traditional & Tractor),39,male,available,3.3,Hindi,Karwar Hobli
7241,Labor 241,Field Worker,45,male,part-time,2.3,Kannada,Bhatkal Hobli
7242,Labor 242,Field Worker,30,male,unavailable,3,Telugu,Kumta Hobli
7243,Labor 243,Field Worker,22,female,available,3.5,Punjabi,Honavar Hobli
7244,Labor 244,Field Worker,26,male,part-time,1.2,Hindi,Honavar Hobli
7245,Labor 245,Field Worker,52,female,unavailable,4.9,Kannada,Jalahalli Hobli
7246,Labor 246,Field Worker,28,male,available,3.5,Telugu,Yelahanka Hobli
7247,Labor 247,Field Worker,31,female,part-time,2.7,Punjabi,Hebbal Hobli
7248,Labor 248,Field Worker,24,female,unavailable,1.1,Hindi,Hennur Hobli
7249,Labor 249,Field Worker,45,male,available,3.3,Kannada,Banaswadi Hobli
7250,Labor 250,Field Worker,43,male,part-time,2.7,Telugu,Anekal Hobli
7251,Labor 251,Field Worker,36,female,unavailable,1.7,Punjabi,Koramangala Hobli
7252,Labor 252,Field Worker,27,female,available,1.8,Hindi,Begur Hobli
7253,Labor 253,Field Worker,28,female,part-time,2.8,Kannada,Banashankari Hobli
7254,Labor 254,Field Worker,32,male,unavailable,4,Telugu,Nazarabad Hobli
7255,Labor 255,Field Worker,49,male,available,3.4,Punjabi,Bannimantap Hobli
7256,Labor 256,Field Worker,58,female,part-time,4.6,Hindi,Hinkal Hobli
7257,Labor 257,Field Worker,45,male,unavailable,3.3,Kannada,T. Narasipura Hobli
7258,Labor 258,Field Worker,33,male,available,3,Telugu,Nanjangud Hobli
7259,Labor 259,Field Worker,22,male,part-time,1.1,Punjabi,Muddur Hobli
7260,Labor 260,Field Worker,59,female,unavailable,3.7,Hindi,Kammalapura Hobli
7261,Labor 261,Field Worker,25,female,available,1.4,Kannada,Savadatti Hobli
7262,Labor 262,Field Worker,49,male,part-time,2.5,Telugu,Murgod Hobli
7263,Labor 263,Field Worker,56,male,unavailable,2.3,Punjabi,Kakati Hobli
7264,Labor 264,Field Worker,36,male,available,2.7,Hindi,Kittur Hobli
7265,Labor 265,Field Worker,46,male,part-time,2.4,Kannada,Hukeri Hobli
7266,Labor 266,Field Worker,42,female,unavailable,2.4,Telugu,Chinchkheda Hobli
7267,Labor 267,Field Worker,31,female,available,3.5,Punjabi,Gokak Hobli
7268,Labor 268,Field Worker,43,male,part-time,3.1,Hindi,Kavoor Hobli
7269,Labor 269,Field Worker,36,female,unavailable,3.1,Kannada,Suratkal Hobli
7270,Labor 270,Field Worker,60,male,available,4,Telugu,Bajpe Hobli
7271,Labor 271,Field Worker,50,female,part-time,2.8,Punjabi,Mulki Hobli
7272,Labor 272,Field Worker,42,female,unavailable,4.6,Hindi,Puttur Hobli
7273,Labor 273,Field Worker,60,male,available,4.8,Kannada,Bellare Hobli
7274,Labor 274,Field Worker,25,male,part-time,4.7,Telugu,Kadaba Hobli
7275,Labor 275,Field Worker,30,female,unavailable,3.6,Punjabi,Chikkamagaluru Hobli
7276,Labor 276,Field Worker,22,female,available,3.6,Hindi,Mudigere Hobli
7277,Labor 277,Field Worker,40,female,part-time,3,Kannada,Kadur Hobli
7278,Labor 278,Field Worker,45,female,unavailable,3.4,Telugu,Tarikere Hobli
7279,Labor 279,Field Worker,57,female,available,1.2,Punjabi,Koppa Hobli
7280,Labor 280,Field Worker,59,female,part-time,2.7,Hindi,N.R. Pura Hobli
7281,Labor 281,Field Worker,24,male,unavailable,4.8,Kannada,Bhadravati Hobli
7282,Labor 282,Field Worker,31,female,available,3.9,Telugu,Tumkur Hobli
7283,Labor 283,Field Worker,38,male,part-time,2,Punjabi,Sira Hobli
7284,Labor 284,Field Worker,52,male,unavailable,2.1,Hindi,Madhugiri Hobli
7285,Labor 285,Field Worker,31,female,available,4.1,Kannada,Pavagada Hobli
7286,Labor 286,Field Worker,47,male,part-time,2.4,Telugu,Tiptur Hobli
7287,Labor 287,Field Worker,39,male,unavailable,4,Punjabi,Gubbi Hobli
7288,Labor 288,Field Worker,33,female,available,5,Hindi,Kunigal Hobli
7289,Labor 289,Field Worker,23,female,part-time,3.8,Kannada,Karwar Hobli
7290,Labor 290,Field Worker,46,male,unavailable,2,Telugu,Bhatkal Hobli
7291,Labor 291,Field Worker,38,female,available,4.5,Punjabi,Kumta Hobli
7292,Labor 292,Field Worker,34,male,part-time,3,Hindi,Honavar Hobli
7293,Labor 293,Field Worker,40,male,unavailable,4.8,Kannada,Honavar Hobli
7294,Labor 294,Field Worker,36,male,available,1.9,Telugu,Jalahalli Hobli
7295,Labor 295,Field Worker,28,female,part-time,4.6,Punjabi,Yelahanka Hobli
7296,Labor 296,Field Worker,59,male,unavailable,3.8,Hindi,Hebbal Hobli
7297,Labor 297,Field Worker,22,male,available,3.7,Kannada,Hennur Hobli
7298,Labor 298,Field Worker,28,male,part-time,4.8,Telugu,Banaswadi Hobli
7299,Labor 299,Field Worker,34,male,unavailable,1.5,Punjabi,Anekal Hobli
7300,Labor 300,Plowing (Traditional & Tractor),36,female,available,3,Hindi,Koramangala Hobli
7301,Labor 301,Field Worker,27,female,part-time,2,Kannada,Begur Hobli
7302,Labor 302,Field Worker,41,female,unavailable,1,Telugu,Banashankari Hobli
7303,Labor 303,Field Worker,29,male,available,3.8,Punjabi,Nazarabad Hobli
7304,Labor 304,Field Worker,44,male,part-time,1.6,Hindi,Bannimantap Hobli
7305,Labor 305,Field Worker,47,male,unavailable,1.4,Kannada,Hinkal Hobli
7306,Labor 306,Field Worker,36,female,available,3.7,Telugu,T. Narasipura Hobli
7307,Labor 307,Field Worker,18,female,part-time,4.8,Punjabi,Nanjangud Hobli
7308,Labor 308,Field Worker,49,female,unavailable,4.9,Hindi,Muddur Hobli
7309,Labor 309,Field Worker,33,female,available,2.8,Kannada,Kammalapura Hobli
7310,Labor 310,Field Worker,39,male,part-time,1.6,Telugu,Savadatti Hobli
7311,Labor 311,Field Worker,34,male,unavailable,2.3,Punjabi,Murgod Hobli
7312,Labor 312,Field Worker,22,female,available,3.1,Hindi,Kakati Hobli
7313,Labor 313,Field Worker,58,male,part-time,3.4,Kannada,Kittur Hobli
7314,Labor 314,Field Worker,48,female,unavailable,4.9,Telugu,Hukeri Hobli
7315,Labor 315,Field Worker,33,female,available,2.4,Punjabi,Chinchkheda Hobli
7316,Labor 316,Field Worker,20,male,part-time,1.8,Hindi,Gokak Hobli
7317,Labor 317,Field Worker,25,male,unavailable,4,Kannada,Kavoor Hobli
7318,Labor 318,Field Worker,59,female,available,2,Telugu,Suratkal Hobli
7319,Labor 319,Field Worker,33,male,part-time,1.5,Punjabi,Bajpe Hobli
7320,Labor 320,Field Worker,41,male,unavailable,1.6,Hindi,Mulki Hobli
7321,Labor 321,Field Worker,47,female,available,3.6,Kannada,Puttur Hobli
7322,Labor 322,Field Worker,37,male,part-time,1.1,Telugu,Bellare Hobli
7323,Labor 323,Field Worker,32,female,unavailable,1.2,Punjabi,Kadaba Hobli
7324,Labor 324,Field Worker,36,female,available,3.5,Hindi,Chikkamagaluru Hobli
7325,Labor 325,Field Worker,26,male,part-time,1.1,Kannada,Mudigere Hobli
7326,Labor 326,Field Worker,48,female,unavailable,3,Telugu,Kadur Hobli
7327,Labor 327,Field Worker,58,male,available,4.8,Punjabi,Tarikere Hobli
7328,Labor 328,Field Worker,32,female,part-time,1.7,Hindi,Koppa Hobli
7329,Labor 329,Field Worker,32,male,unavailable,4.7,Kannada,N.R. Pura Hobli
7330,Labor 330,Field Worker,21,female,available,4.2,Telugu,Bhadravati Hobli
7331,Labor 331,Field Worker,27,female,part-time,4.4,Punjabi,Tumkur Hobli
7332,Labor 332,Field Worker,24,male,unavailable,2.8,Hindi,Sira Hobli
7333,Labor 333,Field Worker,47,male,available,1.9,Kannada,Madhugiri Hobli
7334,Labor 334,Field Worker,18,male,part-time,4.1,Telugu,Pavagada Hobli
7335,Labor 335,Field Worker,53,female,unavailable,1.8,Punjabi,Tiptur Hobli
7336,Labor 336,Field Worker,51,male,available,2.4,Hindi,Gubbi Hobli
7337,Labor 337,Field Worker,48,female,part-time,2.6,Kannada,Kunigal Hobli
7338,Labor 338,Field Worker,39,male,unavailable,4.5,Telugu,Karwar Hobli
7339,Labor 339,Field Worker,42,male,available,2.1,Punjabi,Bhatkal Hobli
7340,Labor 340,Field Worker,50,female,part-time,3.4,Hindi,Kumta Hobli
7341,Labor 341,Field Worker,19,male,unavailable,1,Kannada,Honavar Hobli
7342,Labor 342,Field Worker,50,female,available,3.4,Telugu,Honavar Hobli
7343,Labor 343,Field Worker,47,female,part-time,2,Punjabi,Jalahalli Hobli
7344,Labor 344,Field Worker,30,female,unavailable,2.2,Hindi,Yelahanka Hobli
7345,Labor 345,Field Worker,45,male,available,2.1,Kannada,Hebbal Hobli
7346,Labor 346,Field Worker,46,female,part-time,3.8,Telugu,Hennur Hobli
7347,Labor 347,Field Worker,53,male,unavailable,3.7,Punjabi,Banaswadi Hobli
7348,Labor 348,Field Worker,30,male,available,1.5,Hindi,Anekal Hobli
7349,Labor 349,Field Worker,35,female,part-time,1.7,Kannada,Koramangala Hobli
7350,Labor 350,Field Worker,56,female,unavailable,4,Telugu,Begur Hobli
7351,Labor 351,Field Worker,21,male,available,4.1,Punjabi,Banashankari Hobli
7352,Labor 352,Field Worker,29,female,part-time,1.1,Hindi,Nazarabad Hobli
7353,Labor 353,Field Worker,29,male,unavailable,1.9,Kannada,Bannimantap Hobli
7354,Labor 354,Field Worker,42,male,available,4.5,Telugu,Hinkal Hobli
7355,Labor 355,Field Worker,21,female,part-time,2.8,Punjabi,T. Narasipura Hobli
7356,Labor 356,Field Worker,18,female,unavailable,3.6,Hindi,Nanjangud Hobli
7357,Labor 357,Field Worker,19,male,available,1.1,Kannada,Muddur Hobli
7358,Labor 358,Field Worker,37,male,part-time,3.5,Telugu,Kammalapura Hobli
7359,Labor 359,Field Worker,43,female,unavailable,2,Punjabi,Savadatti Hobli
7360,Labor 360,Plowing (Traditional & Tractor),27,male,available,1.8,Hindi,Murgod Hobli
7361,Labor 361,Field Worker,56,female,part-time,3.5,Kannada,Kakati Hobli
7362,Labor 362,Field Worker,41,female,unavailable,3.4,Telugu,Kittur Hobli
7363,Labor 363,Field Worker,35,male,available,2.1,Punjabi,Hukeri Hobli
7364,Labor 364,Field Worker,38,female,part-time,2.5,Hindi,Chinchkheda Hobli
7365,Labor 365,Field Worker,25,female,unavailable,1.8,Kannada,Gokak Hobli
7366,Labor 366,Field Worker,51,male,available,2.2,Telugu,Kavoor Hobli
7367,Labor 367,Field Worker,38,male,part-time,4.9,Punjabi,Suratkal Hobli
7368,Labor 368,Field Worker,37,male,unavailable,3.1,Hindi,Bajpe Hobli
7369,Labor 369,Field Worker,37,female,available,2.2,Kannada,Mulki Hobli
7370,Labor 370,Field Worker,28,male,part-time,1.1,Telugu,Puttur Hobli
7371,Labor 371,Field Worker,20,male,unavailable,4.7,Punjabi,Bellare Hobli
7372,Labor 372,Field Worker,57,female,available,3.2,Hindi,Kadaba Hobli
7373,Labor 373,Field Worker,23,male,part-time,4.1,Kannada,Chikkamagaluru Hobli
7374,Labor 374,Field Worker,52,female,unavailable,4.8,Telugu,Mudigere Hobli
7375,Labor 375,Field Worker,51,male,available,3.8,Punjabi,Kadur Hobli
7376,Labor 376,Field Worker,38,male,part-time,1.7,Hindi,Tarikere Hobli
7377,Labor 377,Field Worker,55,female,unavailable,4.1,Kannada,Koppa Hobli
7378,Labor 378,Field Worker,27,female,available,1.5,Telugu,N.R. Pura Hobli
7379,Labor 379,Field Worker,33,male,part-time,4.8,Punjabi,Bhadravati Hobli
7380,Labor 380,Field Worker,43,male,unavailable,2.9,Hindi,Tumkur Hobli
7381,Labor 381,Field Worker,26,female,available,3,Kannada,Sira Hobli
7382,Labor 382,Field Worker,46,female,part-time,4.6,Telugu,Madhugiri Hobli
7383,Labor 383,Field Worker,27,male,unavailable,1.5,Punjabi,Pavagada Hobli
7384,Labor 384,Field Worker,41,male,available,5,Hindi,Tiptur Hobli
7385,Labor 385,Field Worker,18,male,part-time,2.3,Kannada,Gubbi Hobli
7386,Labor 386,Field Worker,35,male,unavailable,1.8,Telugu,Kunigal Hobli
7387,Labor 387,Field Worker,49,male,available,2.3,Punjabi,Karwar Hobli
7388,Labor 388,Field Worker,29,male,part-time,1.3,Hindi,Bhatkal Hobli
7389,Labor 389,Field Worker,28,female,unavailable,1.2,Kannada,Kumta Hobli
7390,Labor 390,Field Worker,36,female,available,3,Telugu,Honavar Hobli
7391,Labor 391,Field Worker,43,male,part-time,3.3,Punjabi,Honavar Hobli
7392,Labor 392,Field Worker,39,female,unavailable,2.2,Hindi,Jalahalli Hobli
7393,Labor 393,Field Worker,28,male,available,4.9,Kannada,Yelahanka Hobli
7394,Labor 394,Field Worker,52,male,part-time,1.4,Telugu,Hebbal Hobli
7395,Labor 395,Field Worker,27,female,unavailable,2.2,Punjabi,Hennur Hobli
7396,Labor 396,Field Worker,20,male,available,1.8,Hindi,Banaswadi Hobli
7397,Labor 397,Field Worker,42,male,part-time,2.2,Kannada,Anekal Hobli
7398,Labor 398,Field Worker,59,female,unavailable,2.5,Telugu,Koramangala Hobli
7399,Labor 399,Field Worker,32,female,available,4.4,Punjabi,Begur Hobli
7400,Labor 400,Field Worker,42,male,part-time,3.1,Hindi,Banashankari Hobli
7401,Labor 401,Field Worker,55,female,unavailable,2.3,Kannada,Nazarabad Hobli
7402,Labor 402,Field Worker,27,male,available,2.1,Telugu,Bannimantap Hobli
7403,Labor 403,Field Worker,53,male,part-time,5,Punjabi,Hinkal Hobli
7404,Labor 404,Field Worker,22,female,unavailable,2,Hindi,T. Narasipura Hobli
7405,Labor 405,Field Worker,49,female,available,2.2,Kannada,Nanjangud Hobli
7406,Labor 406,Field Worker,54,male,part-time,1.4,Telugu,Muddur Hobli
7407,Labor 407,Field Worker,39,male,unavailable,3.2,Punjabi,Kammalapura Hobli
7408,Labor 408,Field Worker,22,female,available,4.8,Hindi,Savadatti Hobli
7409,Labor 409,Field Worker,28,male,part-time,4.2,Kannada,Murgod Hobli
7410,Labor 410,Field Worker,22,male,unavailable,2.3,Telugu,Kakati Hobli
7411,Labor 411,Field Worker,27,male,available,4.8,Punjabi,Kittur Hobli
7412,Labor 412,Field Worker,36,male,part-time,4.6,Hindi,Hukeri Hobli
7413,Labor 413,Field Worker,52,male,unavailable,1.4,Kannada,Chinchkheda Hobli
7414,Labor 414,Field Worker,45,female,available,2.4,Telugu,Gokak Hobli
7415,Labor 415,Field Worker,26,female,part-time,1.9,Punjabi,Kavoor Hobli
7416,Labor 416,Field Worker,27,male,unavailable,3.7,Hindi,Suratkal Hobli
7417,Labor 417,Field Worker,57,female,available,2.3,Kannada,Bajpe Hobli
7418,Labor 418,Field Worker,53,male,part-time,4.6,Telugu,Mulki Hobli
7419,Labor 419,Field Worker,28,female,unavailable,2,Punjabi,Puttur Hobli
7420,Labor 420,Plowing (Traditional & Tractor),36,male,available,4.4,Hindi,Bellare Hobli
7421,Labor 421,Field Worker,58,male,part-time,1.2,Kannada,Kadaba Hobli
7422,Labor 422,Field Worker,46,male,unavailable,2,Telugu,Chikkamagaluru Hobli
7423,Labor 423,Field Worker,38,female,available,3.6,Punjabi,Mudigere Hobli
7424,Labor 424,Field Worker,35,male,part-time,1.8,Hindi,Kadur Hobli
7425,Labor 425,Field Worker,51,male,unavailable,1.7,Kannada,Tarikere Hobli
7426,Labor 426,Field Worker,58,male,available,2,Telugu,Koppa Hobli
7427,Labor 427,Field Worker,41,female,part-time,2.4,Punjabi,N.R. Pura Hobli
7428,Labor 428,Field Worker,48,female,unavailable,4,Hindi,Bhadravati Hobli
7429,Labor 429,Field Worker,19,female,available,2.3,Kannada,Tumkur Hobli
7430,Labor 430,Field Worker,60,female,part-time,4.6,Telugu,Sira Hobli
7431,Labor 431,Field Worker,44,male,unavailable,1.3,Punjabi,Madhugiri Hobli
7432,Labor 432,Field Worker,24,female,available,2.5,Hindi,Pavagada Hobli
7433,Labor 433,Field Worker,27,female,part-time,4.9,Kannada,Tiptur Hobli
7434,Labor 434,Field Worker,23,female,unavailable,4.6,Telugu,Gubbi Hobli
7435,Labor 435,Field Worker,42,male,available,4.4,Punjabi,Kunigal Hobli
7436,Labor 436,Field Worker,56,female,part-time,1.7,Hindi,Karwar Hobli
7437,Labor 437,Field Worker,58,male,unavailable,1.1,Kannada,Bhatkal Hobli
7438,Labor 438,Field Worker,46,male,available,1.7,Telugu,Kumta Hobli
7439,Labor 439,Field Worker,23,male,part-time,2.2,Punjabi,Honavar Hobli
7440,Labor 440,Field Worker,23,female,unavailable,2.2,Hindi,Honavar Hobli
7441,Labor 441,Field Worker,28,male,available,1.3,Kannada,Jalahalli Hobli
7442,Labor 442,Field Worker,29,male,part-time,1.1,Telugu,Yelahanka Hobli
7443,Labor 443,Field Worker,44,female,unavailable,4.8,Punjabi,Hebbal Hobli
7444,Labor 444,Field Worker,58,female,available,1.3,Hindi,Hennur Hobli
7445,Labor 445,Field Worker,22,male,part-time,4.2,Kannada,Banaswadi Hobli
7446,Labor 446,Field Worker,32,male,unavailable,3.1,Telugu,Anekal Hobli
7447,Labor 447,Field Worker,49,male,available,1.6,Punjabi,Koramangala Hobli
7448,Labor 448,Field Worker,40,male,part-time,1.5,Hindi,Begur Hobli
7449,Labor 449,Field Worker,25,female,unavailable,2.2,Kannada,Banashankari Hobli
7450,Labor 450,Field Worker,51,female,available,3.2,Telugu,Nazarabad Hobli
7451,Labor 451,Field Worker,54,female,part-time,2.4,Punjabi,Bannimantap Hobli
7452,Labor 452,Field Worker,19,male,unavailable,2.1,Hindi,Hinkal Hobli
7453,Labor 453,Field Worker,24,female,available,2.3,Kannada,T. Narasipura Hobli
7454,Labor 454,Field Worker,50,female,part-time,4.6,Telugu,Nanjangud Hobli
7455,Labor 455,Field Worker,60,male,unavailable,1.9,Punjabi,Muddur Hobli
7456,Labor 456,Field Worker,35,male,available,2.6,Hindi,Kammalapura Hobli
7457,Labor 457,Field Worker,18,female,part-time,2.2,Kannada,Savadatti Hobli
7458,Labor 458,Field Worker,54,male,unavailable,3.1,Telugu,Murgod Hobli
7459,Labor 459,Field Worker,32,male,available,3.5,Punjabi,Kakati Hobli
7460,Labor 460,Field Worker,51,female,part-time,2.9,Hindi,Kittur Hobli
7461,Labor 461,Field Worker,41,male,unavailable,3.9,Kannada,Hukeri Hobli
